mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_neighbors,param_classifier__p,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.02588663101196289,0.01940567697919975,0.021875429153442382,0.016895386335775583,3,1,StandardScaler(),"{'classifier__n_neighbors': 3, 'classifier__p': 1, 'scaler': StandardScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.8636363636363636,0.9545454545454546,0.9375494071146246,0.04607075017259576,38,0.9775280898876404,0.9775280898876404,0.9555555555555556,0.9666666666666667,0.9666666666666667,0.968789013732834,0.008208240171283075
0.006301736831665039,0.0013753051987470122,0.007797336578369141,0.0013217792761462538,3,1,MinMaxScaler(),"{'classifier__n_neighbors': 3, 'classifier__p': 1, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9565217391304348,1.0,0.9090909090909091,0.9545454545454546,0.9553359683794467,0.028764277310134794,11,0.9775280898876404,0.9887640449438202,0.9666666666666667,0.9777777777777777,0.9777777777777777,0.9777028714107365,0.006988406765357653
0.007822275161743164,0.002741956976586436,0.007380628585815429,0.0009742201456769195,3,2,StandardScaler(),"{'classifier__n_neighbors': 3, 'classifier__p': 2, 'scaler': StandardScaler()}",0.9565217391304348,0.9565217391304348,1.0,0.8636363636363636,0.9545454545454546,0.9462450592885375,0.04470773335075959,31,0.9662921348314607,0.9775280898876404,0.9777777777777777,0.9777777777777777,0.9666666666666667,0.9732084893882647,0.005496310510215445
0.011525106430053712,0.003016686075373187,0.012866830825805664,0.004536251820189572,3,2,MinMaxScaler(),"{'classifier__n_neighbors': 3, 'classifier__p': 2, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9565217391304348,1.0,0.9545454545454546,0.9545454545454546,0.9644268774703558,0.01780850644437755,1,0.9775280898876404,0.9775280898876404,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9776779026217228,0.00012232158515772295
0.005746698379516602,0.0014058098396116058,0.007895708084106445,0.0018328507624818778,3,3,StandardScaler(),"{'classifier__n_neighbors': 3, 'classifier__p': 3, 'scaler': StandardScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.8636363636363636,0.9545454545454546,0.9375494071146246,0.04607075017259576,38,0.9662921348314607,0.9775280898876404,0.9555555555555556,0.9666666666666667,0.9555555555555556,0.9643196004993758,0.008215604308380416
0.0071807861328125,0.0018271336357785482,0.0069011211395263675,0.0009502458050640287,3,3,MinMaxScaler(),"{'classifier__n_neighbors': 3, 'classifier__p': 3, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9545454545454546,0.9545454545454546,0.9557312252964426,0.027515105587283987,3,0.9662921348314607,0.9775280898876404,0.9555555555555556,0.9666666666666667,0.9666666666666667,0.966541822721598,0.006949671194395376
0.006116247177124024,0.001527008566819705,0.008440303802490234,0.0029644277414915504,5,1,StandardScaler(),"{'classifier__n_neighbors': 5, 'classifier__p': 1, 'scaler': StandardScaler()}",0.9565217391304348,0.9130434782608695,0.9545454545454546,0.8636363636363636,0.9545454545454546,0.9284584980237154,0.03629913509539561,48,0.9775280898876404,0.9775280898876404,0.9555555555555556,0.9777777777777777,0.9666666666666667,0.9710112359550562,0.008814513004233875
0.0067898273468017575,0.001602343557266891,0.0073890209197998045,0.0012225336863049688,5,1,MinMaxScaler(),"{'classifier__n_neighbors': 5, 'classifier__p': 1, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,0.9545454545454546,0.8636363636363636,0.9545454545454546,0.9284584980237154,0.03629913509539561,48,0.9662921348314607,0.9887640449438202,0.9888888888888889,0.9777777777777777,0.9666666666666667,0.9776779026217228,0.009994816307935571
0.006352138519287109,0.0019760558234680832,0.007579183578491211,0.0014919357069787713,5,2,StandardScaler(),"{'classifier__n_neighbors': 5, 'classifier__p': 2, 'scaler': StandardScaler()}",0.9565217391304348,0.9565217391304348,1.0,0.8636363636363636,1.0,0.9553359683794467,0.04980237154150197,11,0.9662921348314607,0.9887640449438202,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9710112359550562,0.008877589642590071
0.005943870544433594,0.0012956912605831862,0.0061820030212402345,0.0009762505083227764,5,2,MinMaxScaler(),"{'classifier__n_neighbors': 5, 'classifier__p': 2, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,1.0,0.9557312252964426,0.03979355873091929,3,0.9662921348314607,0.9775280898876404,0.9666666666666667,0.9777777777777777,0.9444444444444444,0.966541822721598,0.012126968368433001
0.006289005279541016,0.0017090674269986926,0.007283258438110352,0.0018235675741792097,5,3,StandardScaler(),"{'classifier__n_neighbors': 5, 'classifier__p': 3, 'scaler': StandardScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.8636363636363636,1.0,0.9466403162055336,0.05255579490464716,17,0.9662921348314607,0.9887640449438202,0.9777777777777777,0.9666666666666667,0.9555555555555556,0.9710112359550562,0.011322292785103416
0.006142377853393555,0.0007581428006733601,0.008634471893310547,0.0023772473205378665,5,3,MinMaxScaler(),"{'classifier__n_neighbors': 5, 'classifier__p': 3, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,1.0,0.9557312252964426,0.03979355873091929,3,0.9662921348314607,0.9775280898876404,0.9444444444444444,0.9777777777777777,0.9444444444444444,0.9620973782771536,0.014998866074867827
0.005216169357299805,0.0009764058087042589,0.0077441692352294925,0.0017494794850184882,7,1,StandardScaler(),"{'classifier__n_neighbors': 7, 'classifier__p': 1, 'scaler': StandardScaler()}",0.9565217391304348,0.9130434782608695,0.9545454545454546,0.9090909090909091,1.0,0.9466403162055336,0.03330493981492634,17,0.9550561797752809,0.9550561797752809,0.9666666666666667,0.9777777777777777,0.9666666666666667,0.9642446941323346,0.008529171671953174
0.006142044067382812,0.0015041452296723718,0.006779956817626953,0.0011624267684173521,7,1,MinMaxScaler(),"{'classifier__n_neighbors': 7, 'classifier__p': 1, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,0.9545454545454546,0.9090909090909091,0.9545454545454546,0.9375494071146246,0.021670751244067702,38,0.9662921348314607,0.9662921348314607,0.9777777777777777,0.9888888888888889,0.9666666666666667,0.9731835205992508,0.009002417152245881
0.005953359603881836,0.001093931478759245,0.0075778007507324215,0.00185033216777424,7,2,StandardScaler(),"{'classifier__n_neighbors': 7, 'classifier__p': 2, 'scaler': StandardScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,1.0,0.9557312252964426,0.03979355873091929,3,0.9438202247191011,0.9775280898876404,0.9555555555555556,0.9777777777777777,0.9666666666666667,0.9642696629213484,0.013100502811114936
0.006588983535766602,0.0011918419135054023,0.007132863998413086,0.0007005045665264695,7,2,MinMaxScaler(),"{'classifier__n_neighbors': 7, 'classifier__p': 2, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,1.0,0.9557312252964426,0.03979355873091929,3,0.9662921348314607,0.9662921348314607,0.9666666666666667,0.9888888888888889,0.9555555555555556,0.9687390761548065,0.010918700411457306
0.007089853286743164,0.0011671758978888801,0.007505464553833008,0.0009250583279813857,7,3,StandardScaler(),"{'classifier__n_neighbors': 7, 'classifier__p': 3, 'scaler': StandardScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,1.0,0.9557312252964426,0.03979355873091929,3,0.9550561797752809,0.9887640449438202,0.9555555555555556,0.9777777777777777,0.9666666666666667,0.9687640449438202,0.013023180369158612
0.00628814697265625,0.0013945932595140734,0.009408998489379882,0.0017520095635533896,7,3,MinMaxScaler(),"{'classifier__n_neighbors': 7, 'classifier__p': 3, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,1.0,0.9557312252964426,0.03979355873091929,3,0.9662921348314607,0.9775280898876404,0.9666666666666667,0.9777777777777777,0.9444444444444444,0.966541822721598,0.012126968368433001
0.005383825302124024,0.0007968063142506726,0.007000350952148437,0.001284013705316903,9,1,StandardScaler(),"{'classifier__n_neighbors': 9, 'classifier__p': 1, 'scaler': StandardScaler()}",1.0,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9553359683794467,0.03979355873091929,11,0.9550561797752809,0.9550561797752809,0.9666666666666667,0.9888888888888889,0.9666666666666667,0.9664669163545568,0.01235503517816093
0.005991697311401367,0.001107412379552395,0.005982208251953125,0.0006346609679530316,9,1,MinMaxScaler(),"{'classifier__n_neighbors': 9, 'classifier__p': 1, 'scaler': MinMaxScaler()}",1.0,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9553359683794467,0.03979355873091929,11,0.9550561797752809,0.9775280898876404,0.9555555555555556,0.9777777777777777,0.9555555555555556,0.964294631710362,0.01090881791433756
0.005938529968261719,0.0007329837281922861,0.006782102584838867,0.000747132349642719,9,2,StandardScaler(),"{'classifier__n_neighbors': 9, 'classifier__p': 2, 'scaler': StandardScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9550561797752809,0.9550561797752809,0.9555555555555556,0.9777777777777777,0.9444444444444444,0.957578027465668,0.010930057088791122
0.007347249984741211,0.0023314274380040944,0.006775522232055664,0.0007525318067591651,9,2,MinMaxScaler(),"{'classifier__n_neighbors': 9, 'classifier__p': 2, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9550561797752809,0.9775280898876404,0.9666666666666667,0.9888888888888889,0.9555555555555556,0.9687390761548065,0.013027535956003136
0.005942296981811523,0.0008401515581893073,0.00675497055053711,0.0005626136260659599,9,3,StandardScaler(),"{'classifier__n_neighbors': 9, 'classifier__p': 3, 'scaler': StandardScaler()}",0.9565217391304348,0.8695652173913043,1.0,0.9090909090909091,0.9545454545454546,0.9379446640316207,0.044676272414054696,33,0.9438202247191011,0.9662921348314607,0.9555555555555556,0.9777777777777777,0.9555555555555556,0.9598002496878901,0.011460646958154517
0.005401420593261719,0.00104272037147754,0.006794548034667969,0.0009786550888408367,9,3,MinMaxScaler(),"{'classifier__n_neighbors': 9, 'classifier__p': 3, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9550561797752809,0.9775280898876404,0.9555555555555556,0.9777777777777777,0.9444444444444444,0.9620724094881398,0.013326504912156529
0.006168842315673828,0.0009673535385863116,0.006960868835449219,0.0012559474095998678,11,1,StandardScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 1, 'scaler': StandardScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9438202247191011,0.9550561797752809,0.9555555555555556,0.9777777777777777,0.9666666666666667,0.9597752808988764,0.011543144344267078
0.005185747146606445,0.001155226747354646,0.007218170166015625,0.0007294611052347875,11,1,MinMaxScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 1, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9550561797752809,0.9662921348314607,0.9555555555555556,0.9777777777777777,0.9555555555555556,0.9620474406991262,0.008928917152992138
0.005470991134643555,0.0009148249440088918,0.007181978225708008,0.0009759495975305679,11,2,StandardScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 2, 'scaler': StandardScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9438202247191011,0.9662921348314607,0.9444444444444444,0.9666666666666667,0.9555555555555556,0.9553558052434458,0.009997061605289919
0.007035112380981446,0.0015745044447292812,0.008969974517822266,0.0015445187439846774,11,2,MinMaxScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 2, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9550561797752809,0.9775280898876404,0.9555555555555556,0.9777777777777777,0.9666666666666667,0.9665168539325842,0.009995751909792416
0.005500602722167969,0.0009034485591002226,0.0078013896942138675,0.0014968704769286452,11,3,StandardScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 3, 'scaler': StandardScaler()}",0.9565217391304348,0.8695652173913043,1.0,0.9090909090909091,0.9545454545454546,0.9379446640316207,0.044676272414054696,33,0.9438202247191011,0.9775280898876404,0.9555555555555556,0.9777777777777777,0.9555555555555556,0.9620474406991262,0.013443322146872421
0.00757441520690918,0.0014597073218166649,0.008284330368041992,0.0014849087631310749,11,3,MinMaxScaler(),"{'classifier__n_neighbors': 11, 'classifier__p': 3, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9550561797752809,0.9775280898876404,0.9555555555555556,0.9666666666666667,0.9555555555555556,0.9620724094881398,0.00887864297485638
0.007029914855957031,0.0016629913704652322,0.00857081413269043,0.001242691360550573,13,1,StandardScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 1, 'scaler': StandardScaler()}",0.9565217391304348,0.8695652173913043,1.0,0.9090909090909091,0.9545454545454546,0.9379446640316207,0.044676272414054696,33,0.9662921348314607,0.9438202247191011,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9553558052434458,0.007110451792296956
0.007367849349975586,0.001366916346815898,0.007795000076293945,0.0009627194330251864,13,1,MinMaxScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 1, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9438202247191011,0.9662921348314607,0.9555555555555556,0.9777777777777777,0.9555555555555556,0.9598002496878901,0.011460646958154517
0.005969190597534179,0.0006438038854417089,0.009183025360107422,0.0019214692784503156,13,2,StandardScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 2, 'scaler': StandardScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,1.0,0.9557312252964426,0.03979355873091929,3,0.9550561797752809,0.9662921348314607,0.9555555555555556,0.9666666666666667,0.9555555555555556,0.9598252184769039,0.005437466202773007
0.005871105194091797,0.0011154613065524482,0.006994056701660156,0.000899573417386026,13,2,MinMaxScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 2, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9550561797752809,0.9662921348314607,0.9555555555555556,0.9666666666666667,0.9555555555555556,0.9598252184769039,0.005437466202773007
0.006413936614990234,0.0011303964570601927,0.00794839859008789,0.00110199380237136,13,3,StandardScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 3, 'scaler': StandardScaler()}",0.9130434782608695,0.8695652173913043,1.0,0.9090909090909091,0.9545454545454546,0.9292490118577075,0.04444487840907701,44,0.9550561797752809,0.9550561797752809,0.9333333333333333,0.9444444444444444,0.9555555555555556,0.9486891385767791,0.008741216074723028
0.0055774211883544925,0.0007943488889229621,0.006801509857177734,0.00039234011278435605,13,3,MinMaxScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 3, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9550561797752809,0.9662921348314607,0.9444444444444444,0.9666666666666667,0.9444444444444444,0.9553807740324596,0.009856380047299449
0.005563211441040039,0.001209281355594658,0.007181024551391602,0.0011635070411286311,15,1,StandardScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 1, 'scaler': StandardScaler()}",0.9565217391304348,0.8260869565217391,1.0,0.9090909090909091,0.9545454545454546,0.9292490118577075,0.059056198247019014,44,0.9550561797752809,0.9325842696629213,0.9444444444444444,0.9555555555555556,0.9444444444444444,0.9464169787765293,0.00845310598830028
0.005561351776123047,0.0011852431150331001,0.007009649276733398,0.0013915845535048218,15,1,MinMaxScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 1, 'scaler': MinMaxScaler()}",1.0,0.9130434782608695,1.0,0.9545454545454546,0.9545454545454546,0.9644268774703558,0.032761052624667365,1,0.9550561797752809,0.9550561797752809,0.9555555555555556,0.9666666666666667,0.9777777777777777,0.9620224719101124,0.009040770622828133
0.006360387802124024,0.0017452557201316813,0.0072539329528808595,0.0010346158721877908,15,2,StandardScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 2, 'scaler': StandardScaler()}",0.9565217391304348,0.8260869565217391,1.0,0.9090909090909091,1.0,0.9383399209486166,0.06540755602668018,32,0.9662921348314607,0.9438202247191011,0.9333333333333333,0.9555555555555556,0.9444444444444444,0.9486891385767791,0.011265324357282983
0.005510759353637695,0.0006714885706209881,0.006635332107543945,0.0015843519360011873,15,2,MinMaxScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 2, 'scaler': MinMaxScaler()}",0.9565217391304348,0.8695652173913043,1.0,0.9090909090909091,0.9545454545454546,0.9379446640316207,0.044676272414054696,33,0.9550561797752809,0.9662921348314607,0.9444444444444444,0.9555555555555556,0.9666666666666667,0.9576029962546817,0.008264103386120544
0.005586004257202149,0.0011778530844063161,0.007030105590820313,0.0009322858696915454,15,3,StandardScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 3, 'scaler': StandardScaler()}",0.8695652173913043,0.782608695652174,1.0,0.9090909090909091,1.0,0.9122529644268775,0.08250934888943195,53,0.9438202247191011,0.9325842696629213,0.9222222222222223,0.9555555555555556,0.9333333333333333,0.9375031210986269,0.011321521875600947
0.005791902542114258,0.0011708134070787355,0.007174110412597657,0.001592186765898932,15,3,MinMaxScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 3, 'scaler': MinMaxScaler()}",0.9565217391304348,0.8695652173913043,1.0,0.9090909090909091,0.9545454545454546,0.9379446640316207,0.044676272414054696,33,0.9438202247191011,0.9550561797752809,0.9444444444444444,0.9555555555555556,0.9666666666666667,0.9531086142322097,0.0084254772809425
0.00934295654296875,0.0031640583561004863,0.008997344970703125,0.0017225769669930184,17,1,StandardScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 1, 'scaler': StandardScaler()}",0.9130434782608695,0.8260869565217391,1.0,0.9090909090909091,1.0,0.9296442687747035,0.06530237605711742,42,0.9550561797752809,0.9325842696629213,0.9444444444444444,0.9555555555555556,0.9555555555555556,0.9486392009987515,0.009079717397335705
0.016612529754638672,0.008664656254734412,0.020839834213256837,0.00953557165055189,17,1,MinMaxScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 1, 'scaler': MinMaxScaler()}",0.9565217391304348,0.9130434782608695,1.0,0.9090909090909091,0.9545454545454546,0.9466403162055336,0.03330493981492634,17,0.9662921348314607,0.9550561797752809,0.9444444444444444,0.9666666666666667,0.9666666666666667,0.9598252184769039,0.008885311179451271
0.00610661506652832,0.0011426795266435326,0.007760095596313477,0.0011753453226714032,17,2,StandardScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 2, 'scaler': StandardScaler()}",0.9130434782608695,0.8260869565217391,1.0,0.9090909090909091,1.0,0.9296442687747035,0.06530237605711742,42,0.9662921348314607,0.9325842696629213,0.9333333333333333,0.9555555555555556,0.9444444444444444,0.9464419475655431,0.012999606207482755
0.00518646240234375,0.0003803977089133548,0.0075871944427490234,0.0013662439741625525,17,2,MinMaxScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 2, 'scaler': MinMaxScaler()}",0.9130434782608695,0.8695652173913043,1.0,0.9090909090909091,0.9545454545454546,0.9292490118577075,0.04444487840907701,44,0.9438202247191011,0.9550561797752809,0.9444444444444444,0.9555555555555556,0.9444444444444444,0.9486641697877654,0.005430008420902627
0.006317901611328125,0.0008984762748798992,0.006580829620361328,0.0007975104535819293,17,3,StandardScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 3, 'scaler': StandardScaler()}",0.9130434782608695,0.782608695652174,1.0,0.9090909090909091,1.0,0.9209486166007906,0.07979883783901905,50,0.9213483146067416,0.9325842696629213,0.9111111111111111,0.9444444444444444,0.9333333333333333,0.9285642946317104,0.011382153312870819
0.005996608734130859,0.001261550043525704,0.007500314712524414,0.0010873973650411782,17,3,MinMaxScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 3, 'scaler': MinMaxScaler()}",0.9130434782608695,0.8695652173913043,0.9545454545454546,0.9090909090909091,0.9545454545454546,0.9201581027667984,0.031930301072918145,52,0.9438202247191011,0.9438202247191011,0.9333333333333333,0.9444444444444444,0.9444444444444444,0.9419725343320848,0.0043286116165935805
0.0056575298309326175,0.000820326824170493,0.0063153266906738285,0.0018677648099139719,19,1,StandardScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 1, 'scaler': StandardScaler()}",0.8695652173913043,0.8260869565217391,1.0,0.9545454545454546,1.0,0.9300395256916996,0.07050213483479305,41,0.9550561797752809,0.9213483146067416,0.9555555555555556,0.9444444444444444,0.9333333333333333,0.9419475655430712,0.01312845534873048
0.005668735504150391,0.0013065989471127315,0.006896114349365235,0.0007864268342464289,19,1,MinMaxScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 1, 'scaler': MinMaxScaler()}",0.9130434782608695,0.9130434782608695,1.0,0.9545454545454546,0.9545454545454546,0.9470355731225297,0.03233868327127712,15,0.9550561797752809,0.9662921348314607,0.9444444444444444,0.9555555555555556,0.9555555555555556,0.9553807740324596,0.006911259768480695
0.005828046798706054,0.0007190903014567741,0.006731176376342773,0.0011188852854834299,19,2,StandardScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 2, 'scaler': StandardScaler()}",0.9130434782608695,0.782608695652174,1.0,0.9090909090909091,1.0,0.9209486166007906,0.07979883783901905,50,0.9550561797752809,0.9213483146067416,0.9222222222222223,0.9444444444444444,0.9444444444444444,0.9375031210986269,0.013408634917467209
0.005711221694946289,0.001171626339594756,0.00683135986328125,0.0013282770640817537,19,2,MinMaxScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 2, 'scaler': MinMaxScaler()}",0.9130434782608695,0.9130434782608695,1.0,0.9545454545454546,0.9545454545454546,0.9470355731225297,0.03233868327127712,15,0.9438202247191011,0.9662921348314607,0.9222222222222223,0.9444444444444444,0.9444444444444444,0.9442446941323347,0.013937997597003057
0.005638313293457031,0.0007802236020054955,0.0069348812103271484,0.0006502394938814041,19,3,StandardScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 3, 'scaler': StandardScaler()}",0.9130434782608695,0.7391304347826086,0.9545454545454546,0.9090909090909091,1.0,0.9031620553359684,0.08838213349801542,54,0.9213483146067416,0.9213483146067416,0.9333333333333333,0.9444444444444444,0.9333333333333333,0.930761548064919,0.008691003860806836
0.007812833786010743,0.0017412716938082792,0.007949447631835938,0.0009393684585684534,19,3,MinMaxScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 3, 'scaler': MinMaxScaler()}",0.9130434782608695,0.8695652173913043,1.0,0.9090909090909091,0.9545454545454546,0.9292490118577075,0.04444487840907701,44,0.9438202247191011,0.9438202247191011,0.9222222222222223,0.9444444444444444,0.9333333333333333,0.9375280898876405,0.00870498075094
